id,year,state_name,state_code,district_name,district_code,registration_circles,murder_with_rape_gang_rape,dowry_deaths,abetment_to_suicide_of_women,miscarriage,acid_attack,attempt_to_acid_attack,cruelty_by_husband_or_his_relatives,kidnapping_and_abduction,kidnapping_abduction_in_order_to_murder,kidnapping_for_ransom,kidnp_and_abductn_of_women_above_18_for_marrg,kidnp_and_abductn_of_girls_below_18_for_marrg,procuration_of_minor_girls,importation_of_girls_from_foreign,kidnapping_and_abduction_of_women_others,human_trafficking,selling_of_minor_girls,buying_of_minor_girls,rape_women_above_18,rape_girls_below_18,attempt_to_commit_rape_above_18,attempt_to_commit_rape_girls_below_18,assault_on_womenabove_18,assault_on_women_below_18,insult_to_the_modesty_of_women_above_18,insult_to_the_modesty_of_women_below_18,dowry_prohibition,procuring_inducing_children_for_the_sake_of_prostitution,detaining_a_prsn_in_premises_where_prost_is_carried,prostitution_in_or_in_the_vicinity_of_public_places,seducing_or_soliciting_for_purpose_of_prostitution,other_sections_under_itp_act,protection_of_women_from_domestic_violence,publshng_or_transmitting_of_sexually_explicit_mtrl,other_women_centric_cyber_crimes,child_rape,sexual_assault_of_children,child_sexual_harassment,use_of_child_for_pornography,offences_of_pocso_act,pocso_act_unnatural_offences,indecent_representation_of_women
119,2017,Bihar,10,Siwan,222,Siwan,0,36,0,0,0,,148,39,0,0,0,124,0,0,10,0,0,0,15,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,4,4,0,2,0,0,0
120,2017,Bihar,10,Supaul,223,Supaul,0,15,0,0,0,,65,0,2,0,72,6,0,0,0,0,0,0,25,0,12,0,0,0,0,0,127,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0
121,2017,Bihar,10,Vaishali,224,Vaishali,0,52,0,0,0,,114,36,0,0,35,160,0,0,0,0,0,0,9,0,42,0,1,0,0,0,0,2,0,0,0,0,0,0,0,30,20,0,0,0,0,0
122,2017,Bihar,10,Patna,212,Economic Offences Unit,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,2017,Bihar,10,Patna,212,Anti Terrorist Squad,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,2017,Chhattisgarh,22,Balod,646,Balod,1,1,1,0,0,,6,20,0,0,1,3,0,0,0,0,0,0,11,31,1,0,27,13,2,0,0,0,0,0,0,0,0,0,1,31,13,0,1,0,0,0
125,2017,Chhattisgarh,22,Balrampur Ramanujganj,649,Balrampur,0,3,8,0,0,,11,21,0,0,0,0,0,0,0,3,0,0,44,44,0,0,39,0,1,0,0,0,0,0,0,0,0,0,0,36,8,0,0,0,0,0
126,2017,Chhattisgarh,22,Bemetara,650,Bemetra,1,5,4,0,0,,15,23,0,0,2,21,0,0,1,0,0,0,16,25,0,0,36,20,2,1,0,0,0,0,0,0,0,0,0,25,20,1,0,0,0,0
127,2017,Chhattisgarh,22,Bilaspur,375,Bilaspur,0,4,18,0,0,,69,0,0,0,0,179,0,0,0,3,0,0,48,71,0,0,160,76,3,1,3,0,0,3,0,0,0,0,0,71,76,0,0,0,0,0
128,2017,Chhattisgarh,22,Bijapur,636,Bizapur,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,1,0,0,3,7,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0
129,2017,Chhattisgarh,22,Dakshin Bastar Dantewada,376,Dantewara,0,1,1,0,0,0,4,6,0,0,1,0,0,0,0,0,0,0,4,15,1,0,6,4,1,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0
130,2017,Chhattisgarh,22,Dhamtari,377,Dhamtari,0,7,8,0,0,0,8,7,0,0,0,3,0,0,0,0,0,0,19,34,0,0,41,14,6,0,0,0,0,0,0,2,0,0,0,35,14,4,0,0,0,0
131,2017,Chhattisgarh,22,Durg,378,Durg,0,6,5,0,0,0,63,140,0,0,0,10,0,0,7,0,0,0,69,66,0,0,187,74,8,0,0,0,0,0,0,7,1,0,0,66,74,0,5,0,3,0
132,2017,Chhattisgarh,22,Gariyaband,645,Gariyaband,0,0,1,0,0,0,5,5,0,0,1,2,0,0,0,0,0,0,7,20,0,1,23,5,4,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0
133,2017,Chhattisgarh,22,Raipur,387,Grp Raipur,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
134,2017,Chhattisgarh,22,Bastar,374,Jagdalpur,0,0,0,0,0,0,9,0,0,0,0,0,0,0,36,2,0,0,21,39,0,0,22,0,3,0,0,0,0,0,0,0,0,0,0,39,7,0,0,0,0,0
135,2017,Chhattisgarh,22,Janjgir-Champa,379,Janjgir,0,6,8,0,0,0,56,62,0,0,0,5,0,0,1,0,0,0,31,52,0,0,65,34,14,0,1,0,0,0,0,0,0,0,0,52,34,0,0,0,1,0
136,2017,Chhattisgarh,22,Jashpur,380,Jashpur,0,0,3,0,0,0,5,35,0,0,0,14,0,0,0,8,0,0,43,50,0,1,27,11,2,1,1,0,0,0,0,0,1,0,0,50,16,0,0,0,0,0
137,2017,Chhattisgarh,22,Kabeerdham,382,Kabirdham,0,2,4,0,0,0,14,33,0,0,0,12,0,0,0,0,0,0,14,22,0,0,43,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,2017,Chhattisgarh,22,Uttar Bastar Kanker,381,Kanker,0,2,6,0,0,0,8,31,0,0,0,1,0,0,0,0,0,0,23,40,0,0,23,6,15,0,0,0,0,0,0,0,0,0,0,40,6,2,0,1,0,0
139,2017,Chhattisgarh,22,Kondagaon,643,Kondagaon,0,0,0,0,0,0,5,10,0,0,4,3,0,0,2,0,0,0,8,25,0,0,8,4,1,0,0,0,0,0,0,0,0,0,0,25,3,1,0,0,0,0
140,2017,Chhattisgarh,22,Korba,383,Korba,0,6,7,7,0,0,46,38,0,0,1,0,0,0,0,0,0,0,41,47,0,0,51,27,4,2,0,0,0,0,0,0,0,0,0,47,27,0,0,0,0,0
141,2017,Chhattisgarh,22,Korea,384,Koriya,0,0,8,0,0,0,28,64,0,0,0,0,0,0,0,0,0,0,64,23,0,0,23,63,0,0,4,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
142,2017,Chhattisgarh,22,Mahasamund,385,Mahasamund,1,7,10,0,0,0,12,39,0,0,0,5,0,0,1,0,0,0,26,44,0,1,35,10,4,0,0,0,0,0,0,0,0,0,0,46,10,0,0,0,0,0
143,2017,Chhattisgarh,22,Mungeli,647,Mungali,0,5,4,1,0,0,26,21,0,0,1,3,0,0,0,0,0,0,13,42,0,0,35,12,1,1,0,0,0,0,0,0,0,0,0,42,12,1,0,0,0,0
144,2017,Chhattisgarh,22,Narayanpur,637,Narayanpur,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
145,2017,Chhattisgarh,22,Raigarh,386,Raigarh,0,6,8,0,0,0,26,0,0,0,0,0,0,0,76,0,0,0,27,62,0,4,83,24,0,12,0,0,0,0,0,0,0,0,0,62,24,0,0,0,0,0
146,2017,Chhattisgarh,22,Raipur,387,Raipur,0,5,14,0,0,0,82,234,0,0,5,7,0,0,2,1,0,0,77,134,4,3,148,66,25,2,26,0,0,4,0,0,0,0,3,134,66,2,0,1,1,0
147,2017,Chhattisgarh,22,Rajnandgaon,388,Rajnandgaon,0,0,6,0,0,0,27,77,0,0,0,2,0,0,0,2,0,0,35,28,1,1,48,37,7,0,0,0,0,0,0,0,0,0,0,28,35,0,0,0,0,0
148,2017,Chhattisgarh,22,Surguja,389,Sarguja,0,1,0,0,0,0,12,39,0,0,0,0,0,0,6,4,0,0,56,72,0,1,43,22,1,0,0,0,0,0,0,0,0,0,0,72,20,0,0,0,0,0
149,2017,Chhattisgarh,22,Sukma,642,Sukma,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
150,2017,Chhattisgarh,22,Surajpur,648,Surajpur,0,3,15,0,0,0,22,16,0,0,1,7,2,0,0,1,0,0,43,59,0,0,51,25,5,1,0,0,0,0,0,0,0,0,0,59,27,3,0,0,0,0
151,2017,Goa,30,North Goa,551,North Goa,0,0,1,0,0,0,10,30,0,0,0,0,0,0,10,19,0,0,7,28,0,0,77,9,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,2017,Goa,30,South Goa,552,South Goa,2,1,3,0,0,0,10,19,0,0,0,0,0,0,1,8,0,0,12,25,0,0,37,8,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,2017,Goa,30,North Goa,551,Cid,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,0,0,1,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,2017,Gujarat,24,Ahmadabad,438,Ahmedabad City,0,2,24,0,1,0,667,35,0,1,4,71,0,0,5,1,0,0,62,2,3,0,206,18,2,0,0,0,4,3,1,3,0,0,0,221,51,15,0,2,1,0
155,2017,Gujarat,24,Ahmadabad,438,Ahmedabad Rural,0,1,15,0,0,0,54,0,0,0,5,0,0,0,0,0,0,0,15,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,46,7,0,0,0,0,0
156,2017,Gujarat,24,Amreli,439,Amreli,1,0,13,0,0,0,72,7,0,0,4,19,0,0,1,0,0,0,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,53,4,0,0,0,0,0
157,2017,Gujarat,24,Anand,440,Anand,0,0,8,0,0,0,92,2,0,0,4,96,0,0,0,0,0,0,14,0,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,14,11,2,0,3,0,0
158,2017,Gujarat,24,Arvalli,672,Arvalli,0,0,7,0,0,0,49,30,0,0,8,34,0,0,0,0,0,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
159,2017,Gujarat,24,Banas Kantha,441,Banaskantha,0,2,0,0,0,0,94,74,0,0,13,0,0,0,0,0,0,0,43,0,0,0,45,0,3,0,0,0,3,0,0,0,0,0,0,24,9,0,0,0,0,0
160,2017,Gujarat,24,Bharuch,442,Bharuch,0,0,2,0,0,0,43,12,0,0,3,17,0,0,0,0,0,0,11,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,44,5,0,0,0,0,0
161,2017,Gujarat,24,Bhavnagar,443,Bhavnagar,0,0,8,0,0,0,88,2,0,0,7,11,0,0,1,0,0,0,10,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,12,19,0,0,71,0,0
162,2017,Gujarat,24,Botad,676,Botad,0,0,5,0,0,0,16,1,0,0,1,0,0,0,0,0,0,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,25,6,1,0,0,0,0
163,2017,Gujarat,24,Chhotaudepur,668,Chhotaudepur,0,0,5,0,0,0,7,0,0,0,2,1,0,0,0,0,0,0,8,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,2,42,2,0,0,0,0,0
164,2017,Gujarat,24,Gandhinagar,446,Cid Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,2017,Gujarat,24,Dohad,445,Dahod,1,0,12,0,0,0,119,13,1,0,0,0,0,0,2,0,0,0,16,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,95,10,0,0,0,0,0
166,2017,Gujarat,24,Dang,444,Dang,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
167,2017,Gujarat,24,Devbhumi Dwarka,674,Devbhumi Dwarka,0,0,9,0,0,0,90,4,0,0,0,3,0,0,1,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
168,2017,Gujarat,24,Gandhinagar,446,Gandhinagar,0,0,14,0,0,0,116,6,0,0,2,11,0,0,5,0,0,0,8,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,56,7,0,0,0,0,0
169,2017,Gujarat,24,Gir Somnath,675,Gir Somnath,0,0,8,0,0,0,110,5,0,0,9,14,0,0,1,0,0,0,9,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,15,0,0
170,2017,Gujarat,24,Jamnagar,447,Jamnagar,0,0,13,0,0,0,81,0,0,0,2,29,0,0,0,0,0,0,11,0,0,0,27,0,0,0,0,0,1,0,0,0,0,0,0,19,7,0,0,0,0,0
171,2017,Gujarat,24,Junagadh,448,Junagadh,0,0,8,0,0,0,150,4,0,0,4,32,0,0,1,0,0,0,13,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,14,8,1,0,0,0,0
172,2017,Gujarat,24,Kachchh,449,Kachchh East(G),0,0,12,0,1,0,51,8,0,0,15,0,0,0,0,0,0,0,10,0,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0
173,2017,Gujarat,24,Kachchh,449,Kachchh West(B),0,0,14,0,0,0,68,5,0,0,3,11,0,0,0,0,0,0,17,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,0,0,0,0
174,2017,Gujarat,24,Kheda,450,Kheda,0,0,10,0,0,0,22,30,0,0,0,8,0,0,4,0,0,0,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0
175,2017,Gujarat,24,Mahisagar,669,Mahisagar,0,0,5,0,0,0,47,25,0,0,1,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0
176,2017,Gujarat,24,Mahesana,451,Mehsana,0,0,13,0,1,0,103,33,0,0,6,53,0,0,4,0,0,0,15,0,0,0,34,2,0,0,0,0,0,0,0,1,1,1,0,7,0,0,0,0,0,0
177,2017,Gujarat,24,Morbi,673,Morbi,0,0,11,0,0,0,31,1,0,0,0,19,0,0,1,0,0,0,5,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,32,2,0,0,0,0,0
178,2017,Gujarat,24,Narmada,452,Narmada,0,0,2,0,0,0,8,0,0,0,4,5,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2,6,0,0,0,0,0
179,2017,Gujarat,24,Navsari,453,Navsari,0,0,4,0,1,1,18,9,0,0,0,9,0,0,0,0,0,0,8,0,0,0,10,2,1,0,0,0,1,0,0,0,0,0,0,8,2,0,0,0,0,0
180,2017,Gujarat,24,Panch Mahals,454,Panchmahal,0,0,11,0,0,0,65,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,38,0,1,0,0,0,0,0,0,0,0,0,0,68,7,0,0,0,0,0
181,2017,Gujarat,24,Patan,455,Patan,0,0,7,0,0,0,45,4,0,0,2,0,0,0,1,0,0,0,10,0,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,20,3,0,0,11,0,0
182,2017,Gujarat,24,Porbandar,456,Porbandar,0,1,4,0,0,0,42,8,0,0,0,0,0,0,1,0,0,0,4,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0
183,2017,Gujarat,24,Rajkot,457,Rajkot City,0,0,24,0,0,1,157,0,0,0,3,47,0,0,0,0,0,0,21,0,0,0,17,0,0,0,0,0,4,0,0,0,0,0,0,42,3,0,0,0,0,0
184,2017,Gujarat,24,Rajkot,457,Rajkot Rural,0,0,13,0,0,0,133,5,0,0,3,61,0,0,3,0,0,0,12,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0
185,2017,Gujarat,24,Sabar Kantha,458,Sabarkantha,0,0,12,0,0,0,104,32,0,0,4,0,0,0,2,0,0,0,13,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,1,23,11,0,0,0,0,0
186,2017,Gujarat,24,Surat,459,Surat City,1,0,15,0,0,0,217,4,0,0,2,44,0,0,0,0,0,0,32,0,0,0,70,0,4,0,0,0,0,0,0,0,0,0,0,143,27,0,0,0,0,0
187,2017,Gujarat,24,Surat,459,Surat Rural,1,1,9,0,0,0,34,7,0,0,0,0,0,0,0,3,0,0,8,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0
188,2017,Gujarat,24,Surendranagar,460,Surendranagar,0,1,9,0,0,0,46,0,0,0,10,22,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,20,20,0,0,0,0,0
189,2017,Gujarat,24,Tapi,641,Tapi,0,0,3,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,9,5,2,0,2,0,0
190,2017,Gujarat,24,Vadodara,461,Vadodara City,0,1,5,0,0,0,161,0,0,0,2,54,0,0,0,0,0,0,10,0,0,0,56,0,0,0,0,3,0,0,0,0,0,0,0,10,14,0,0,0,0,0
191,2017,Gujarat,24,Vadodara,461,Vadodara Rural,0,0,5,0,0,0,6,3,0,0,0,7,0,0,2,0,0,0,3,0,0,1,11,8,0,0,0,0,0,0,0,0,0,0,2,56,4,0,0,0,0,0
192,2017,Gujarat,24,Valsad,462,Valsad,0,0,10,0,0,0,9,23,0,0,0,17,0,0,1,1,0,0,17,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0
193,2017,Haryana,6,Ambala,58,Ambala,0,8,6,3,0,0,107,0,0,0,40,18,0,0,7,0,0,0,39,0,0,0,63,0,6,0,2,0,0,0,0,1,0,0,0,39,0,0,0,0,0,0
194,2017,Haryana,6,Bhiwani,59,Bhiwani,0,12,6,0,0,0,79,0,0,0,23,3,17,0,5,0,0,0,30,23,9,2,109,22,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
195,2017,Haryana,6,Faridabad,60,Faridabad,2,23,14,4,0,0,473,23,0,1,71,0,194,0,34,2,0,0,95,0,14,0,148,0,44,0,3,0,0,0,0,0,0,0,0,118,44,3,0,1,0,0
196,2017,Haryana,6,Fatehabad,61,Fatehabad,1,4,10,2,0,0,60,0,0,0,7,0,35,0,3,2,0,0,21,2,0,1,44,1,1,0,1,0,0,0,0,2,0,0,0,13,26,0,0,0,0,0
197,2017,Haryana,6,Ambala,58,Grp,2,4,6,0,0,0,0,0,0,0,2,0,2,0,18,0,0,0,3,1,2,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,2017,Haryana,6,Gurugram,62,Gurugram,2,29,11,0,1,0,242,21,1,0,99,0,165,0,38,2,0,0,136,0,16,0,315,0,35,0,0,0,4,1,10,0,0,4,1,81,38,11,1,0,0,0
199,2017,Haryana,6,Hisar,63,Hissar,1,8,6,0,0,0,121,1,0,0,3,2,22,0,1,1,0,0,44,20,0,0,60,17,2,0,0,0,0,0,0,0,0,0,0,19,13,6,0,0,0,0
200,2017,Haryana,6,Jhajjar,64,Jhajjar,0,16,7,0,0,0,199,0,0,0,15,30,0,0,2,0,0,0,30,0,5,0,101,0,32,0,0,0,0,0,0,0,0,0,0,19,27,0,0,0,0,0
201,2017,Haryana,6,Jind,65,Jind,0,7,37,0,0,0,154,0,1,0,19,0,98,0,0,0,0,0,27,0,0,6,0,38,0,0,1,0,0,0,0,3,2,0,0,5,7,2,0,0,0,0
202,2017,Haryana,6,Kaithal,66,Kaithal,0,12,6,0,0,0,81,0,1,0,51,3,27,0,31,0,0,0,31,0,5,0,49,0,1,0,0,0,0,0,0,2,0,1,0,22,17,8,0,1,0,0
203,2017,Haryana,6,Karnal,67,Karnal,,13,9,0,0,0,120,0,0,0,26,27,78,0,106,0,0,0,34,37,8,6,57,27,1,0,2,0,0,0,0,3,0,0,1,1,8,1,0,0,1,0
204,2017,Haryana,6,Kurukshetra,68,Kurukshetra,,4,5,0,0,0,143,0,0,0,16,24,0,0,6,0,0,0,34,0,3,0,46,0,1,0,0,0,0,0,0,8,0,0,0,34,12,4,0,2,0,0
205,2017,Haryana,6,Mahendragarh,69,Mahendergarh,,9,0,0,0,0,55,0,0,0,11,0,0,0,0,0,0,0,24,0,1,0,48,0,3,0,2,0,0,0,0,0,0,0,0,12,6,1,0,3,0,0
206,2017,Haryana,6,Palwal,619,Palwal,,11,3,0,2,0,137,0,0,0,14,30,0,0,9,0,0,0,21,5,2,0,50,3,9,0,6,0,0,2,1,1,0,0,0,21,19,0,0,0,0,0
207,2017,Haryana,6,Panchkula,70,Panchkula,,3,0,0,0,0,50,0,0,0,12,6,0,0,0,0,0,0,19,0,2,0,22,0,4,0,0,0,0,0,0,0,0,0,0,19,5,2,0,0,0,0
208,2017,Haryana,6,Panipat,71,Panipat,,13,11,0,1,0,254,0,0,0,81,0,94,0,295,1,0,0,72,0,11,0,93,56,5,0,0,2,1,1,0,0,1,0,0,28,44,8,0,0,0,0
209,2017,Haryana,6,Rewari,72,Rewari,,11,5,1,0,0,97,0,0,1,5,0,39,0,4,0,0,0,36,0,4,0,38,9,0,0,1,0,0,0,0,0,0,0,3,17,9,0,0,0,0,0
210,2017,Haryana,6,Rohtak,73,Rohtak,,15,6,0,0,0,274,1,0,0,37,10,22,0,234,1,0,0,70,20,12,3,204,21,11,0,1,5,0,3,0,0,0,0,1,13,18,8,0,0,0,0
211,2017,Haryana,6,Sirsa,74,Sirsa,,2,11,0,0,0,94,0,1,1,8,2,35,0,16,2,0,0,19,0,2,0,31,0,6,0,1,3,0,0,0,0,0,0,0,19,11,0,0,0,0,0
212,2017,Haryana,6,Sonipat,75,Sonipat,,14,14,0,0,0,221,0,0,0,46,0,30,0,159,0,0,0,54,16,15,0,152,10,3,0,0,0,0,0,0,3,0,0,0,46,18,13,0,1,0,0
213,2017,Haryana,6,Yamunanagar,76,Yamunanagar,0,7,7,0,0,0,157,0,0,1,53,48,0,0,168,1,1,0,49,1,6,0,49,0,0,0,0,0,0,0,0,0,0,1,4,25,19,4,0,0,0,0
214,2017,Haryana,6,Charki Dadri,701,Charkhi Dadri,0,2,3,2,0,0,30,0,0,0,6,0,3,0,0,0,0,0,15,4,4,1,43,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
215,2017,Haryana,6,Hisar,63,Hansi,0,3,5,0,0,0,52,0,0,0,3,0,7,0,0,0,0,0,7,6,2,1,25,3,3,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0
216,2017,Himachal Pradesh,2,Solan,25,Baddi,2,1,3,0,0,0,12,2,0,0,0,0,2,0,0,0,0,0,6,4,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,2017,Himachal Pradesh,2,Bilaspur,15,Bilaspur,0,0,3,0,0,0,16,6,0,0,15,2,2,0,0,0,0,0,10,15,0,1,34,3,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
218,2017,Himachal Pradesh,2,Chamba,16,Chamba,1,0,3,0,0,0,7,0,0,0,1,17,0,0,0,0,0,0,4,6,0,0,11,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
219,2017,Himachal Pradesh,2,Shimla,23,Cid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,2017,Himachal Pradesh,2,Shimla,23,Grp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,2017,Himachal Pradesh,2,Hamirpur,17,Hamirpur,0,0,6,0,0,0,5,6,0,0,1,0,0,0,0,0,0,0,8,10,0,0,19,6,4,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
222,2017,Himachal Pradesh,2,Kangra,18,Kangra,0,0,16,0,2,0,31,0,0,0,11,29,0,0,0,0,0,0,10,27,4,2,72,8,18,0,1,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0
223,2017,Himachal Pradesh,2,Kinnaur,19,Kinnaur,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,2017,Himachal Pradesh,2,Kullu,20,Kullu,0,0,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,7,12,0,0,25,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,2017,Himachal Pradesh,2,Mandi,22,Mandi,0,1,13,0,0,0,44,0,0,0,5,36,0,0,0,0,0,0,20,18,0,0,56,8,15,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1
226,2017,Himachal Pradesh,2,Shimla,23,Shimla,1,0,2,2,0,0,15,20,0,0,3,9,0,0,4,0,0,0,9,20,1,0,44,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
227,2017,Himachal Pradesh,2,Sirmaur,24,Sirmaur,2,0,2,0,0,0,20,0,0,0,1,25,0,0,0,0,0,0,11,15,0,0,32,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
228,2017,Himachal Pradesh,2,Solan,25,Solan,1,1,0,0,0,0,4,6,0,0,0,0,0,0,5,0,0,0,11,8,0,0,10,2,0,0,0,0,0,0,0,1,0,0,7,2,0,0,0,0,0,0
229,2017,Himachal Pradesh,2,Una,26,Una,0,0,5,0,0,0,25,2,0,0,4,7,0,0,0,0,0,0,8,6,0,0,32,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,2017,Himachal Pradesh,2,Shimla,23,Cyber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,2017,Jammu And Kashmir,1,Anantnag,1,Anantnag,0,0,0,0,0,0,16,0,0,0,40,0,0,0,39,0,0,0,11,0,0,0,100,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,2017,Jammu And Kashmir,1,Pulwama,11,Awantipora,0,0,0,0,0,0,5,0,0,0,32,0,0,0,0,0,0,0,1,0,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,2017,Jammu And Kashmir,1,Bandipora,623,Bandipora,0,0,0,0,0,0,2,0,0,0,27,0,0,0,0,0,0,0,4,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,2017,Jammu And Kashmir,1,Baramulla,3,Baramulla,0,0,0,2,0,0,46,55,0,0,0,0,0,0,0,0,0,0,4,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,2017,Jammu And Kashmir,1,Budgam,2,Budgam,0,0,0,0,0,0,2,0,0,0,66,0,0,0,0,0,0,0,10,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,2017,Jammu And Kashmir,1,Jammu,5,Crime Jammu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
